pid,week,module,activity,date,rct
62a71ce6a09aa213bd5c3de9,2,,weekly_survey,2022-11-14 12:20:15,1
5e41630f6391e10286e2bddf,2,,weekly_survey,2022-11-14 12:19:06,1
5b6cd747a1fda800015ff9ba,2,,weekly_survey,2022-11-14 12:16:19,1
61011dd1dccad8267930b9bd,2,,weekly_survey,2022-11-14 12:12:17,1
5c17c149f596b100011ca8b8,2,,weekly_survey,2022-11-14 12:15:05,1
5dbb0562b1df1b110ead5bba,2,,weekly_survey,2022-11-14 12:09:29,1
60ddcc052137212419247c3c,2,,weekly_survey,2022-11-14 12:08:40,1
62ebd08bd6729790ced8587f,2,,weekly_survey,2022-11-14 12:07:49,1
5ecffbd8141ffb0a3ec0eb86,3,,weekly_survey,2022-11-27 16:36:48,1
62fb79a36ba83fbcd9b713c6,3,,weekly_survey,2022-11-26 16:25:11,1
61474f07f4cfbc50cb3b2f1e,3,,weekly_survey,2022-11-26 11:03:53,1
5d2df58a481c4b001d16250d,3,,weekly_survey,2022-11-25 19:34:26,1
61031d599d3fc41f00e7e6c0,3,,weekly_survey,2022-11-23 22:00:06,1
5fb13129b04a8557d629bb16,3,,weekly_survey,2022-11-23 19:02:23,1
634800fdb2e94793820316a0,3,,weekly_survey,2022-11-22 18:19:10,1
612cb8ab5ad60fc4504e073f,3,,weekly_survey,2022-11-22 11:01:40,1
5e1781093582cc082a68723c,3,,weekly_survey,2022-11-21 19:33:44,1
611ffc2ea28e21fa33671d4c,3,,weekly_survey,2022-11-21 18:51:24,1
5f0f2ff0762218000970c967,3,,weekly_survey,2022-11-21 18:19:05,1
6149b27bd1d1f40ed535c2b4,3,,weekly_survey,2022-11-21 17:55:14,1
5fc93d0e16b69439e106238e,3,,weekly_survey,2022-11-21 17:45:49,1
5f34625f68dec936969152b0,3,,weekly_survey,2022-11-21 17:45:27,1
6078649b9de64f21e3fee45d,3,,weekly_survey,2022-11-21 17:13:57,1
61321dc71434c8765dd3bf1c,3,,weekly_survey,2022-11-21 15:50:11,1
5eff6065cc8d32014292657f,3,,weekly_survey,2022-11-21 14:33:17,1
6014c1b18c19b3524a3ef183,3,,weekly_survey,2022-11-21 14:27:04,1
5e9c5460d2c58515ec1702be,3,,weekly_survey,2022-11-21 14:07:34,1
6303c76ad8f0c525dbaa6563,3,,weekly_survey,2022-11-21 14:04:47,1
5cad1eef8ed53d00180d2532,3,,weekly_survey,2022-11-21 13:54:51,1
60927707758ca118d00ac04b,3,,weekly_survey,2022-11-21 13:54:39,1
603d04228f5578000ba2c7b5,3,,weekly_survey,2022-11-21 13:52:12,1
5891dd715c15e00001583fbc,3,,weekly_survey,2022-11-21 13:49:53,1
5c52f9bce66e510001ee16c2,3,,weekly_survey,2022-11-21 13:28:39,1
6307cc2da13d39254c1f139c,3,,weekly_survey,2022-11-21 13:24:25,1
5e291f8145cbca0ecbadd6a3,3,,weekly_survey,2022-11-21 13:08:19,1
5dc93b9a575da16530499583,3,,weekly_survey,2022-11-21 12:57:43,1
5d575f44182f9f001900a380,3,,weekly_survey,2022-11-21 12:56:52,1
60edb4bc87206e9977d8d57e,3,,weekly_survey,2022-11-21 12:52:56,1
5f00396a739ed5000c224c26,3,,weekly_survey,2022-11-21 12:45:05,1
5d2fc33c3af1410018f872ae,3,,weekly_survey,2022-11-21 12:43:42,1
5e19d095c5d2902507755956,3,,weekly_survey,2022-11-21 12:41:15,1
5efc4bfd3ba857044cac4787,3,,weekly_survey,2022-11-21 12:39:02,1
5995889da2bbe000018833d9,3,,weekly_survey,2022-11-21 12:37:20,1
5da179412996110016d853d5,3,,weekly_survey,2022-11-21 12:33:42,1
6128bb91e53faf657695550c,3,,weekly_survey,2022-11-21 12:26:30,1
5edaac6ad4bd47161c3d50ba,3,,weekly_survey,2022-11-21 12:25:28,1
62d13eb8bb0d45e1ad36d312,3,,weekly_survey,2022-11-21 12:24:43,1
5bb0cc738f3bd70001e513e3,3,,weekly_survey,2022-11-21 12:21:33,1
629f9d0e292a1846040223b7,3,,weekly_survey,2022-11-21 12:17:19,1
5d3d9749607ede001a0712df,3,,weekly_survey,2022-11-21 12:14:54,1
5f50e3d60305bb088998b766,3,,weekly_survey,2022-11-21 12:10:17,1
5689916dd3d6a7000aa1cbf0,3,,weekly_survey,2022-11-21 12:00:37,1
5a6107bb31b87a0001c6c49b,3,,weekly_survey,2022-11-21 11:59:57,1
60ec9212ee17ee6d4945f7de,3,,weekly_survey,2022-11-21 11:45:48,1
5e204990b062543612e9a254,3,,weekly_survey,2022-11-21 11:39:26,1
62a1d78571f418b5e6fc26fb,3,,weekly_survey,2022-11-21 11:38:08,1
5ce7f7ae2aa9590016af2ba7,3,,weekly_survey,2022-11-21 11:37:03,1
5dccf99db9d9049777368b3b,3,,weekly_survey,2022-11-21 11:35:51,1
61470066dce66ce341df39c1,3,,weekly_survey,2022-11-27 15:52:51,1
